Identifier,Name,BondType,Country,Sector,Value,Scope1,Scope2,Scope3,AssetClass
FI08XX859DGJ,"Smith, Booker and Douglas",Corporate,China,"Food, Beverage & Tobacco",1304287675.242338,66139.51701314688,1616.510289343596,24259.695406628747,FixedIncome
FI08XY500KCM,Brown Group,Corporate,Colombia,Real Estate,,10082.2359610374,532.7506968474954,198396.41390620184,FixedIncome
FI08YQ452FHG,"Li, Jensen and Vazquez",Government,Gambia,,196490027.68509892,37.312369057557675,2659.0948716262146,743553.9812070965,FixedIncome
FI08YT739VNP,"Cruz, Richmond and Edwards",Government,Peru,,,2303.222482427732,2191.4744567685852,10069.262317074932,FixedIncome
FI08YW986OZJ,"Anderson, Gonzalez and Nguyen",Corporate,Latvia,Software & Services,38232496.11633938,675.1459797738111,20246.206535705358,4968431.660565201,FixedIncome
FI08YY411WBG,Rodriguez Ltd,Government,Benin,,183679877.0644098,2147.9388403770677,30399.406316483237,,FixedIncome
FI08ZG786UCQ,"Pacheco, Jones and Smith",Corporate,Chile,Software & Services,149809222.89155564,448.9543758996972,49544.59987654766,990186.104482852,FixedIncome
FI08ZQ397QET,"Fisher, Jacobs and Woods",Government,Ecuador,,300632650.45910436,2637.488443142393,,,FixedIncome
FI08ZV751ZXB,Pace and Sons,Government,Slovakia,,866176389.199432,3124.954198476109,2344.1744556572366,17238798.985569168,FixedIncome
FI08ZX917XDT,Daugherty-Holland,Government,Hong Kong,,19960853.926948316,5357.696860220606,1939.8997692964563,,FixedIncome
FI08ZZ241ITI,"Stokes, Contreras and Fisher",Government,Anguilla,,57689177780.15055,,635.1483304264,35645.63480237105,FixedIncome
FI09AH505FAJ,Hester LLC,Corporate,South Korea,Food & Staples Retailing,10785404870.874466,,161978.87763521657,80109.2113543955,FixedIncome
FI09AL855HLZ,"Campbell, Brewer and Baker",Corporate,Jordan,Consumer Durables & Apparel,,69584.07236383592,217902.1804861354,,FixedIncome
FI09AU865BCV,Diaz Inc,Corporate,Guam,Diversified Financials,21568786.414062075,12245.577958410226,,30556.921473595125,FixedIncome
FI09CA921KPQ,Hughes-Davis,Corporate,Netherlands,Food & Staples Retailing,698776668.5629681,1840.1058821769632,3775.219619504454,8731.460710359699,FixedIncome
FI09CF440ZUJ,Smith Inc,Government,Greenland,,3082709829.7751575,102.0504521026365,15303.544523368872,9595.772206468075,FixedIncome
FI09CM562XDC,"Gibbs, Roberts and Jackson",Government,Slovakia,,59874440.89443172,5495.659470812208,38.34089309312632,1499565.669743271,FixedIncome
FI09CT612HIV,Carter Group,Corporate,Sudan,Software & Services,106018226.9498615,27.65289760833147,102918.04557870112,24110.33174290715,FixedIncome
FI09DH009JRM,"White, Smith and Cowan",Government,Venezuela,,57224869.04383997,69769.68472525789,2698.253779683664,173208.03896190113,FixedIncome
FI09DH361QJA,Frazier Inc,Government,Latvia,,,433.39038551831186,,16740.38394082592,FixedIncome
FI09DJ162TRJ,"Martinez, Paul and Armstrong",Corporate,Egypt,Software & Services,424069395.1735452,1119.5150584366875,4363.2600898403,2543055.45080972,FixedIncome
FI09DV032TWG,Frederick-Kennedy,Corporate,Thailand,Software & Services,52003130.9766983,686.9518053018919,,,FixedIncome
FI09EA304HGG,Curtis-Hodges,Government,Thailand,,6951889061.030231,267.9900996220217,16679.69409978027,40970.4787871148,FixedIncome
FI09EH112KAN,"Greer, Potter and Evans",Corporate,United States,Capital Goods,175160671.65346798,,2001600.9817874213,,FixedIncome
FI09EL274JGU,Porter Inc,Government,British Virgin Islands,,2163490830.2439027,196.4566108342166,6477.2694641705075,,FixedIncome
FI09EL420RCB,Gallegos-Gonzalez,Government,Italy,,803958463.9059845,,,,FixedIncome
FI09EM484KBJ,Cisneros-Meyer,Government,Austria,,7398136572.527086,38564.459711959615,,,FixedIncome
FI09ET003PWY,Mckee Group,Government,Guam,,374923450.1252044,2192.277610936708,,102529.93758638384,FixedIncome
FI09EX708JUU,"Smith, Murphy and Torres",Government,Vietnam,,279365213.2272094,295600.8504579294,81682.28702040715,252267.24896316646,FixedIncome
FI09EZ205ZIA,"Parker, Bruce and Green",Government,Portugal,,31854951.424180493,414809.8839362301,115686.88933002156,,FixedIncome
FI09FH913DRM,Peters Group,Government,Gambia,,363426970.8145756,5924.273924489922,,533.9732052906618,FixedIncome
FI09FR157IIM,Harris-Melton,Government,Portugal,,20389670.23445053,,45058.2413840369,1031149.9551234304,FixedIncome
FI09GA339JMO,Davis and Sons,Government,Malta,,14037136.660420282,43298.80455784344,8871.270167315171,,FixedIncome
FI09GD570TRP,Roach and Sons,Corporate,Botswana,Real Estate,100295600.87173726,1075.1195007908802,2050.364910096247,,FixedIncome
FI09HG415RCW,Patel-Morales,Corporate,Colombia,Household & Personal Products,492706585.76830536,110411.07373918155,33280.895335708716,,FixedIncome
FI09HL648WUP,"Jones, Miller and Reed",Government,Cambodia,,1343298464.1498709,26484.510601837195,775373.4759379583,27838.14127435129,FixedIncome
FI09HM972VIK,Costa-Lopez,Government,Oman,,156695594.99420884,13070.695352559733,,,FixedIncome
FI09HV553KTV,"Berry, Lopez and Holder",Government,Guam,,1948027350.6263075,6230.43111040763,26440.995915006413,,FixedIncome
FI09IX702JJE,Lewis-Miller,Corporate,Mauritius,Energy,77708340.65772316,4145.732348773963,8135.776659000768,14928.768321585048,FixedIncome
FI09JB776XAF,"Kim, Campbell and Oliver",Government,Indonesia,,2077982600.3810496,931.1490856037913,16013.373655473086,,FixedIncome
FI09JC231QKM,"Barnett, Bennett and Escobar",Government,Cyprus,,551551808.1333027,25424.565634902287,2973.1750643042565,,FixedIncome
FI09JW512TPS,"Downs, Morris and Maddox",Government,Botswana,,84007699.75774568,67931.13957083008,,266019.478900565,FixedIncome
FI09JX193TKG,"Cain, Rodriguez and Gonzales",Corporate,Chile,Transportation,297872090.8571173,,,1046476.6842006806,FixedIncome
FI09JZ192ZSL,Watson-Roberts,Government,Papua New Guinea,,3722228632.6828547,23983.348265041408,70844.9048012856,249600.84805237548,FixedIncome
FI09KF855KVN,"Hernandez, Diaz and Hamilton",Corporate,Costa Rica,Software & Services,20957855.679308068,25515.210336151707,335473.8500965147,156925.27574951912,FixedIncome
FI09KH718INE,Gibson-Richmond,Government,Monaco,,2702603.053700757,157.5496559408662,32116.93257370433,68086.30614727955,FixedIncome
FI09KR781IZE,"Harvey, Bradley and Burns",Corporate,Mozambique,Commercial & Professional Services,1452052694.222979,434.98673855713173,626.8235419019101,,FixedIncome
FI09KV642NRG,Rocha Ltd,Government,Malawi,,29142994.098083235,219.74121842604112,794.2077767095382,,FixedIncome
FI09KV843JCX,Johnson Group,Government,Cyprus,,224058569.32643455,14005.440738748332,148.86967777583448,53980.65286752066,FixedIncome
FI09LH500TTF,"Lawrence, Grant and Gomez",Government,Lebanon,,18599970.113678865,9366.44671505545,23159.521104013467,,FixedIncome
FI09MA447FAU,"Clarke, Sutton and Zavala",Corporate,Macau,Diversified Financials,18482419.10171988,976862.4525485627,341474.48507718375,595523.4489766026,FixedIncome
FI09ME308LWO,Trevino Group,Corporate,Ukraine,"Food, Beverage & Tobacco",932028960.7274593,13147.724384612618,8769.030278017442,,FixedIncome
FI09ML392XBH,"Johnson, Morales and Castro",Corporate,Romania,Commercial & Professional Services,343037965.05743045,1268.333172494597,1053.96263460776,475750.08315532986,FixedIncome
FI09MT263PSI,"Gardner, Robinson and Lawrence",Government,Jordan,,1636354831.6538491,1039.2348706483554,28302.354255850387,,FixedIncome
FI09MV821TPE,Garcia Ltd,Government,St. Lucia,,29512596.82705641,83052.97946631744,2783.595674793785,24354.386409186896,FixedIncome
FI09MV856ERZ,"Davenport, Roberts and Woods",Government,Lebanon,,575869858.2717361,1774.382653250202,3514.0970684463473,643176.2736814814,FixedIncome
FI09NA925GAR,"Becker, Hammond and Davidson",Corporate,Gabon,Consumer Durables & Apparel,5855551073.774181,255379.89971343175,,,FixedIncome
FI09NG357LYJ,Williams and Sons,Government,Mali,,9706726582.610197,7622.221263724925,2721.4017480085113,1756415.8422510887,FixedIncome
FI09NR844BGN,Smith LLC,Corporate,Namibia,"Food, Beverage & Tobacco",10394978.763803044,641.3909499174557,4092.898142524103,,FixedIncome
FI09NX052WMV,Cameron PLC,Government,Slovakia,,4357738300.9089,1308.2487521243104,23828.76569170727,,FixedIncome
FI09NX537IMK,"Gonzalez, King and Kim",Corporate,United States,Household & Personal Products,278460213.49939126,75994.11635536025,6905.517723182332,247089.68213544108,FixedIncome
FI09OD339RCL,Moyer-Johnson,Government,Ecuador,,50911586.693443276,107.2795968761591,5875.728716943706,1141727.010675492,FixedIncome
FI09OE939YTT,"Odom, Davis and Anderson",Corporate,Gibraltar,Diversified Financials,86931502.16002865,2071.9990696942136,,54462.89257798772,FixedIncome
FI09OF301CHT,Young-Jones,Corporate,Greece,Consumer Durables & Apparel,662667028.0442259,25379.183513792246,,,FixedIncome
FI09PB431LZH,Webster Inc,Corporate,Portugal,"Pharmaceuticals, Biotechnology & Life Sciences",69808015.18520936,625.1748221905207,,,FixedIncome
FI09PD408BGG,Morris and Sons,Corporate,Nigeria,"Food, Beverage & Tobacco",1338961111.257302,5069.866571136783,4049.7146939624918,,FixedIncome
FI09PE742YTY,Jones PLC,Corporate,United Arab Emirates,Transportation,888161852.4417706,,43367.29826793955,,FixedIncome
FI09PK812FJQ,"Morris, Ramos and Smith",Corporate,Chile,Consumer Durables & Apparel,909292434.3961409,22514.32496091603,687.9079693861399,,FixedIncome
FI09PL717AKY,Carrillo and Sons,Government,Egypt,,8202165.709837855,4578.9792110864255,1243.3406003620466,15551.53789496761,FixedIncome
FI09PR091RLQ,"Adams, Smith and Wright",Government,Gabon,,1298076621.9818776,205.24673628457802,379.93691179207855,,FixedIncome
FI09PZ760KEY,"Phillips, Thomas and Mooney",Corporate,Puerto Rico,Energy,186202702.13555592,,,156014.34061811847,FixedIncome
FI09RB394SRI,Watson-Fischer,Corporate,Zimbabwe,Utilities,,157.8025533591466,1133.6358795210385,,FixedIncome
FI09RB950SEL,Perry-Peters,Corporate,New Zealand,Software & Services,,384.1934382863304,1273.2599943185699,,FixedIncome
FI09RI694GNV,"Soto, Carlson and Baker",Government,India,,40508554.77337151,811.1277518500974,1060.0835839920985,53050.42689655107,FixedIncome
FI09RV765DVW,Greene Group,Government,Aland Islands,,5808512050.170202,197302.21337294197,214810.6538106412,,FixedIncome
FI09SB453WOX,Hughes Group,Corporate,Netherlands,Retailing,,738.4098754788208,,,FixedIncome
FI09SB658BKS,"Ramos, Davidson and Smith",Corporate,Guam,Household & Personal Products,1075347.878447225,500032.5416923522,,,FixedIncome
FI09SE491DRZ,"Riley, Bryant and Ortiz",Corporate,Niger,Utilities,12449660.533913039,156089.502180758,134250.33464337327,,FixedIncome
FI09SF400SBY,"Martin, Preston and Moore",Government,U.S. Virgin Islands,,62832096.57815913,800.6821064985704,13.95759939928811,50653.34336066022,FixedIncome
FI09SI299PJT,Smith-Lewis,Government,Liechtenstein,,1036671758.6614718,486.4462955873534,857.0326098122862,9537.676057208617,FixedIncome
FI09SM110PHW,Reyes PLC,Corporate,Mauritius,Household & Personal Products,12726324.592714176,220.4978439147254,360289.9223204853,,FixedIncome
FI09TL456XFF,"Chan, Floyd and Dillon",Corporate,Japan,Commercial & Professional Services,,17095.68627483267,1417.4886723746713,1425678.021585653,FixedIncome
FI09TP698KOO,"Ryan, Holmes and Villanueva",Corporate,Lebanon,Retailing,5275296.889806582,18384.39470661635,437.1388025648855,,FixedIncome
FI09TW233BWZ,Hernandez Ltd,Corporate,Papua New Guinea,Transportation,301731817.4321714,27397.868911968864,53781.178786551325,,FixedIncome
FI09UC676TPL,Sanchez-Moreno,Corporate,Kyrgyzstan,Media & Entertainment,2437363962.780365,364.1092727682359,14356.233624656981,63687.76298489535,FixedIncome
FI09UH152QTO,"Garcia, Floyd and Garrison",Corporate,United States,Materials,11242586.087209294,4745.700397060568,474.73697043904883,4447.47517188364,FixedIncome
FI09UO005YYQ,French Ltd,Government,Mozambique,,5898564.709112211,139.09678698114675,4699.677448432369,,FixedIncome
FI09UO618MER,Green-Walton,Corporate,New Zealand,Media & Entertainment,62633615.974731706,0.9093897298558766,37877.87241583566,168336.93549403438,FixedIncome
FI09VB280IHP,"Peters, Rowe and Smith",Corporate,Croatia,Media & Entertainment,3458492440.593627,1142.8812041567735,7311.57994020612,,FixedIncome
FI09VF296QOW,"Pena, Garza and Sandoval",Government,Bangladesh,,,2282.66008277408,587.210861231523,,FixedIncome
FI09VL757RIX,"Morales, Graham and Ford",Corporate,Senegal,"Pharmaceuticals, Biotechnology & Life Sciences",64244919.0873002,2687565.6172101367,29088.602763335854,243712.27933208412,FixedIncome
FI09VR060XCU,French and Sons,Corporate,Ukraine,Capital Goods,4214021524.84444,8096.690976666676,4585.77302054868,9733600.309396107,FixedIncome
FI09VR920ZUH,"Osborne, Harrison and Hunt",Government,Germany,,28415061.24795761,195.78295232253706,32.552438905215226,,FixedIncome
FI09VV405IRU,Gonzalez and Sons,Government,Aland Islands,,1504951833.3259268,9732.193331925977,2339.5441419267695,738.2408917799864,FixedIncome
FI09WF912PTR,Hubbard and Sons,Government,St. Lucia,,679112033.680212,26264.388865911555,530.2444713418811,,FixedIncome
FI09WH290HWG,Jones-Reed,Government,Spain,,1608837253.912806,4368965.489061643,282564.4572196995,1575473.3695384876,FixedIncome
FI09WP561UPX,Nichols Group,Corporate,Greece,Telecommunication Services,2451330.844002384,9966.313891826136,,1562.6471130186897,FixedIncome
FI09WQ165TZE,Kirk-Durham,Government,Greece,,98475085.09283744,621.0069938092861,7292.231455260315,2121570.2063097158,FixedIncome
FI09WW031ZCU,Ray Ltd,Government,Barbados,,88598321.61427952,27672.255979309066,900842.1456271859,77358.06092399886,FixedIncome
FI09XM330TMH,Harvey Group,Government,Sweden,,1111750301.5604317,457738.4106801556,,21188.438099118826,FixedIncome
FI09YD540VDH,Sanchez Group,Government,Tanzania,,1158921.2215876768,5172.26735779869,427383.0653638568,59849.9446052465,FixedIncome
FI09YI611LQP,Oneill and Sons,Corporate,La Reunion,Commercial & Professional Services,68534826.3856224,6.808617636715694,,336474.23038403736,FixedIncome
FI09YN726LPL,Daniels-Sloan,Corporate,Lebanon,Automobiles & Components,586206037.8215562,8850.942211377165,368.0266716765339,58949.02950146168,FixedIncome
FI09ZA512QIH,"Beltran, Lozano and Mcgee",Government,Kuwait,,,2080.4005288500107,,2945381.9601632613,FixedIncome
FI09ZL690LNQ,"Smith, Yates and Perkins",Corporate,Kazakhstan,Telecommunication Services,1396328.72300794,1003.7826347778048,6264.854897499713,,FixedIncome
FI09ZQ703JTV,"Woods, Garcia and Keith",Government,Hong Kong,,125045910.14135474,44.5256447184803,756.878917215807,,FixedIncome
FI10AK722RYL,"Sanford, Rivera and Garcia",Government,Iceland,,15580177138.350946,798723.0391740473,15069.168155711346,843141.1163548488,FixedIncome
FI10AK735JDS,Perez Group,Corporate,Senegal,Telecommunication Services,103003260.66708387,,4209.324074960383,55648.43927964298,FixedIncome
FI10AM061NJD,Gutierrez-Ross,Government,Latvia,,51439158.19075881,382818.11892440444,7470.602684321868,280753.5762605912,FixedIncome
FI10CO044HCT,White-Molina,Corporate,Nigeria,Retailing,505675847.44442433,285.27316981133634,57434.47460602796,,FixedIncome
FI10CY509AXZ,Burns-Beasley,Government,Taiwan,,21626705.866502218,19477.35301501188,,10791.06900984841,FixedIncome
FI10DS867UOI,"Dean, Harris and Chung",Government,Lithuania,,2348457068.458746,,1805.970550402158,1277.8670810838585,FixedIncome
FI10DV237ERX,Rivera Inc,Government,Ukraine,,127369780.76766168,206279.69163785974,11903.85430891998,,FixedIncome
FI10EA804PZX,Young PLC,Government,Mexico,,31193913.99729937,1934.4235628695783,24740.64740544914,521321.89699714317,FixedIncome
FI10EC030GKT,"Harris, Schaefer and Phelps",Corporate,Monaco,"Food, Beverage & Tobacco",29222112.76202041,,61092.503414872306,8300932.374192858,FixedIncome
FI10EK243HXE,"Rivera, Smith and Adams",Corporate,Pakistan,Automobiles & Components,,32105.141865745365,5714.46601148183,,FixedIncome
FI10EM102DFF,Johnson PLC,Corporate,Mali,Energy,1462028934.6631823,,,1544.102157684397,FixedIncome
FI10EM597PRJ,"Mcmillan, Fischer and Gonzalez",Corporate,United Arab Emirates,Utilities,420157786.20383614,16510.087806231335,8753.345012468988,3794.5613995170193,FixedIncome
FI10EN771AJE,Johnson-Zavala,Corporate,Mauritius,Insurance,83900482.95809734,101.41791886899173,7226.980038978846,,FixedIncome
FI10FE732EGU,"Castaneda, Solis and Gonzales",Government,Senegal,,9784087.70490138,,21639.076163617723,305220.3886452486,FixedIncome
FI10FG419RRI,Warren-Pena,Government,China,,2548642761.3722305,,23371.799044729418,10185.348624766479,FixedIncome
FI10FU735KHH,Hernandez-Kelly,Corporate,Hungary,"Pharmaceuticals, Biotechnology & Life Sciences",4839763280.114907,389205.0038246727,11063.4305271901,45536.03100373769,FixedIncome
FI10GF294VHJ,Scott Group,Corporate,Aland Islands,Diversified Financials,49628285.110873856,37431.791005872736,1550834.4429631818,132846.82863161096,FixedIncome
FI10GG310XIZ,Archer-Johnson,Corporate,Italy,Consumer Durables & Apparel,,2089.092809665607,133.02008796695736,611.4733905904262,FixedIncome
FI10GP847UXC,"Riggs, Short and Martinez",Corporate,South Korea,Media & Entertainment,1279668061.7172801,1239.381974352532,973.0038030181761,455071.7420310429,FixedIncome
FI10GR523JNO,Kramer-Rollins,Government,Niger,,,15.918679233898382,,46951.18679574315,FixedIncome
FI10GW661NON,Harrison-Alexander,Corporate,Gambia,Transportation,35133725.39932035,3660.6884902313004,22596.467811656403,,FixedIncome
FI10HP442GWS,Lang PLC,Government,New Zealand,,93590350.09821728,183766.04449532225,,,FixedIncome
FI10HZ798DME,"Thompson, Lozano and Bailey",Government,Israel,,,496.54627519895786,,,FixedIncome
FI10IC458QCV,"Carroll, King and Scott",Government,Romania,,17136278828.643042,,10321.900925014063,8832.975002145318,FixedIncome
FI10IO998WBN,Callahan PLC,Government,Bermuda,,157882705.37976217,30434.527223390796,133.28542056450192,244881.17012251692,FixedIncome
FI10JB977MQS,"Wilson, Pena and Rich",Government,Bangladesh,,,317584.0386081529,3009.25816861316,80823.50206972739,FixedIncome
FI10JL025VCV,"Mcdonald, Moore and Richards",Corporate,Hong Kong,Technology Hardware & Equipment,4239998601.019461,5176.877505499378,11485.37074594632,,FixedIncome
FI10JT636VUW,Clark-Lyons,Corporate,Kenya,Automobiles & Components,5507623017.831596,8722.260710812316,580.497864049022,,FixedIncome
FI10JU789YXK,Jones-Cross,Government,Switzerland,,11091326.766342433,5809.960873606203,1334.5766572448626,3908.4697786848515,FixedIncome
FI10JV713LOK,Martin-Ross,Corporate,Bangladesh,Consumer Durables & Apparel,2941812741.998647,3917.908895675497,19810.506103421816,,FixedIncome
FI10JV911VVS,Shea LLC,Corporate,Kazakhstan,Household & Personal Products,55963150.22338688,1035.298974851799,651.3154143505516,,FixedIncome
FI10JX126UQR,Hall Ltd,Corporate,Denmark,Capital Goods,115886907.41791733,,1244.5815989213004,,FixedIncome
FI10JX916DGH,"Mann, Wade and Spence",Corporate,Macedonia,Food & Staples Retailing,,12316.24778907977,7373.880048141691,11647.165739417904,FixedIncome
FI10JZ004JUR,Yu-Brooks,Corporate,Kyrgyzstan,Consumer Durables & Apparel,227563241.91693407,1273.0370471545934,202.91777565402097,,FixedIncome
FI10KE267POJ,Perez-Brown,Government,Serbia,,1040706886.7499065,23014.048952885652,,,FixedIncome
FI10KL145CBF,Myers and Sons,Corporate,Singapore,Retailing,4991010.3506791955,,143.68819927752727,476741.6219383464,FixedIncome
FI10KQ064CDP,Jackson Group,Corporate,Austria,"Food, Beverage & Tobacco",33912389.36564674,189.25813539256924,19274.499283314017,,FixedIncome
FI10KX223OEJ,Delgado-Farley,Corporate,Cambodia,Health Care Equipment & Services,997188127.3829346,11730.749728576051,8065.3874383893035,1602275.807925137,FixedIncome
FI10LC778IGY,Berry Ltd,Corporate,Puerto Rico,Retailing,316838931.14947087,4886.933555553312,,31607.45538348108,FixedIncome
FI10LL153WGG,"Stewart, Mann and Hoffman",Government,Mauritius,,,555.1649007951388,106279.99166645389,,FixedIncome
FI10LO818YAS,Myers Group,Government,Bosnia and Herzegovina,,158515998.4064361,5915.937920048941,8796.474962309423,,FixedIncome
FI10MB083YVN,Kelly-Roth,Corporate,Bermuda,Transportation,,302.88154987336407,5195.236913019306,,FixedIncome
FI10MZ807WOO,Schmidt PLC,Government,Hong Kong,,,7212.378301762655,5560.775624765923,,FixedIncome
FI10NE989AAV,Manning Group,Corporate,Macau,Consumer Durables & Apparel,8259553630.12998,137869.20352318182,246.24387758946588,,FixedIncome
FI10NI230BPU,Perkins LLC,Government,Bahamas,,,30825.171601069153,,7283132.916813817,FixedIncome
FI10NQ793ZOH,Phillips-Newton,Corporate,Greenland,Automobiles & Components,261069932.19815376,70750.6212900568,1893.257880346854,,FixedIncome
FI10OD917ILY,Gutierrez-Bell,Government,Venezuela,,2800411.1183884735,78.97479544655482,26046.62612347518,,FixedIncome
FI10OD992MWF,Austin-Sutton,Government,Malaysia,,128809749.50926518,1334.9053735187188,5206.420519624681,227.9268194831472,FixedIncome
FI10PC886RUY,Gutierrez-Hawkins,Government,Cyprus,,56974659.20828974,3026.110573054353,,,FixedIncome
FI10PG830WJZ,"Roberts, Stanton and Smith",Corporate,Austria,Insurance,190564620.9182996,23068.49297395411,5145.509880190835,516871.16346401745,FixedIncome
FI10PL565KAI,Barker-Sanchez,Government,Dominican Republic,,12897877.104282057,1985.4408591835518,5901.905024315218,,FixedIncome
FI10PM569KVT,"Whitney, Lloyd and Liu",Corporate,Cyprus,Consumer Services,399928943.8917415,9849.943681038576,7414.908158622364,,FixedIncome
FI10PN709XNO,Maddox PLC,Corporate,Canada,Insurance,1341822.4445476488,4288.850633526811,2190.7683529839474,626154.3064646901,FixedIncome
FI10PS226GWJ,"Schwartz, Rodriguez and Howard",Government,Malta,,,3593.953378762517,6307.315740697485,,FixedIncome
FI10PZ031CBH,Bartlett-Brewer,Government,Brazil,,726000780.1855768,2444.0016578814407,,5719684.521414758,FixedIncome
FI10QG815TDC,Roberts-Snyder,Government,Spain,,966409627.264151,394.58553615310984,244.69811662215432,,FixedIncome
FI10QI550JFG,Adams-Gonzalez,Corporate,Poland,Food & Staples Retailing,2217601309.4393306,88.64959780716629,,,FixedIncome
FI10QW312KBR,Whitaker-Douglas,Government,Kenya,,2808563.455877461,451944.51161898935,757.2734976682376,35713.58931175647,FixedIncome
FI10RD372CRB,Anderson Inc,Government,Chile,,276305935.828465,380.01720691094937,5858.316390024037,,FixedIncome
FI10SB131UPD,Williams Ltd,Government,Myanmar,,,246.3315739379882,,24557.93189748911,FixedIncome
FI10SF002DJS,Morrow-Underwood,Government,Benin,,3712932436.4433117,96968.09908178504,,,FixedIncome
FI10SJ398AJG,Gonzalez-Mccarthy,Corporate,Bulgaria,,8598041.969675697,45.99887467646433,8572.208017534645,,FixedIncome
FI10SP874PBH,"Carroll, Ramirez and Rodriguez",Corporate,Palestine,Transportation,1362147233.3129103,757.815774794057,1647.8077036500783,,FixedIncome
FI10ST210FWJ,Allen Inc,Government,Gambia,,4654255237.1023245,1310.6157362689357,22774.837075677882,8974.302053356832,FixedIncome
FI10SY174ZJI,Reid-Ware,Government,Cambodia,,756693048.5042931,9563.805069824439,32.151300545673664,38272.64006286285,FixedIncome
FI10TE290BPT,Howard Inc,Government,Namibia,,66423569.334216736,103.07379558663452,748.2106450893501,4923.5347070598045,FixedIncome
FI10TF662DWW,Collier-Haney,Corporate,Nigeria,Health Care Equipment & Services,923158988.3379245,205.0578132693966,461.1974115260714,2687.2244502501358,FixedIncome
FI10TJ803KCA,Turner Inc,Corporate,France,"Pharmaceuticals, Biotechnology & Life Sciences",4564449.0725016855,38287.87512849575,2341.977978299761,,FixedIncome
FI10TM920FSW,Holt and Sons,Corporate,Poland,Insurance,21129600.357485097,8242.73102908214,1721.3877993142928,,FixedIncome
FI10TR122KSG,Smith-Pope,Government,Jordan,,2317817310.61204,5.3121318226618754,5219.3195908858,4821.720891569321,FixedIncome
FI10UA526YQH,Reilly-Gomez,Government,Cyprus,,46919682.907462336,897.1919485831542,1048.3575669241154,,FixedIncome
FI10UD973AVT,Crawford-Harris,Government,Australia,,125337130.8626819,6.020241231238629,2508902.059327703,48152.14568113146,FixedIncome
FI10UP667KDY,Gray-Mayo,Corporate,Sweden,,586430200.2284427,7862.467226211454,4348.339163830383,2239.351248988719,FixedIncome
FI10UW264OKZ,Barnes-Johnson,Government,Sri Lanka,,9601791.892065352,76043.04892898124,,,FixedIncome
FI10VB990NLY,Mendez-Baker,Government,Uganda,,4937386726.539407,809424.9273274007,20728.598127163033,1452.3967741151257,FixedIncome
FI10VF431YUR,"Brown, Gibson and Turner",Corporate,Zambia,Insurance,10233042415.71715,629.4688364592896,24699.520300817945,34595.92728518952,FixedIncome
FI10VL651AAE,"Kidd, Martinez and Wilson",Corporate,Kenya,Telecommunication Services,,3774.920290744298,2487.077356777659,,FixedIncome
FI10VU907WNA,"Reed, Chambers and Zavala",Corporate,Spain,Technology Hardware & Equipment,1079988340.6959667,44.205669288828915,561.6024314505212,2199.6369259681305,FixedIncome
FI10VX195UGC,Crawford-Harris,Corporate,Croatia,Diversified Financials,26150438378.755287,856.8316891963464,3722.912138655025,95436.93497408017,FixedIncome
FI10WB537DCR,Hanson-Brown,Government,Bermuda,,25076434.84024515,299961.41275898507,,,FixedIncome
FI10WB788WSJ,Sanders and Sons,Corporate,Japan,Energy,216219321.37830392,16252.253131165526,251.6225792651065,62924.95007276703,FixedIncome
FI10WD363INJ,"Stafford, Fisher and Avila",Government,South Korea,,1183371131.9883869,2680.556432935874,29210.32532302409,,FixedIncome
FI10WJ456OHZ,Underwood Inc,Corporate,Botswana,Consumer Durables & Apparel,1721530449.239108,31062.308299222685,122177.0943448258,456099.46325534466,FixedIncome
FI10WR610FEM,Ellis-Jackson,Corporate,Malawi,Telecommunication Services,825386971.8823724,52909.111921179676,344.6222981707285,,FixedIncome
FI10WV948NHZ,Duffy LLC,Government,Liberia,,3701350.4178829766,731820.8726736439,3211.6679539063566,,FixedIncome
FI10XC429IQS,Ross-Mathews,Government,Venezuela,,,741.606453726607,42345.83871685403,,FixedIncome
FI10XC570VRA,"Evans, Sheppard and Schaefer",Government,Greenland,,2460583325.9654903,88.77814260406811,1947.726163695453,,FixedIncome
FI10XM459NCW,"Ramos, Reed and Cain",Corporate,Uruguay,Retailing,112513505.36335714,3603.6946023471432,,,FixedIncome
FI10XV311GYL,"Smith, Irwin and Chase",Government,Pakistan,,,8101.722265925223,9177.247103620814,,FixedIncome
FI10XZ312RKO,"Ross, Edwards and Miller",Corporate,India,Energy,112448544.52076633,38.6667749052809,,2024.301624142334,FixedIncome
FI10XZ331TGO,"Daniel, Richardson and Wang",Corporate,Niger,Transportation,847235806.9331282,7868.04235142243,,270525.48707761156,FixedIncome
FI10XZ817GAA,Ingram and Sons,Corporate,Malta,"Pharmaceuticals, Biotechnology & Life Sciences",2101407919.5229354,296.1816133969973,11010.087208540155,61998.8289738927,FixedIncome
FI10YE899QWG,"Byrd, Oliver and Martinez",Government,Jordan,,9135124433.50562,457.4793497317081,308.7862867193875,,FixedIncome
FI10YH060XNW,Alexander-Wagner,Corporate,Palestine,Transportation,,16.972565818574296,18378.10654409609,5186.635285056458,FixedIncome
FI10YK056AHT,Collins Inc,Corporate,Belgium,Diversified Financials,366911038.6507851,385.95563417528075,3431.808064797748,,FixedIncome
FI10YQ617CWU,Rogers-Johnson,Government,La Reunion,,1653022663.1454334,11252.304108634235,6551.320679870347,,FixedIncome
